1893,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,26,20,10,18,29,23,46,40,43,50,40,41,37,41,22,24,35,36,37,44,41,47,53,35,41,39,41,47,54,56,66,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,88,91,90,86,79,80,81,79,80,82,85,86,81,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,83,85,87,89,86,79,82,93,93,84,72,76,76,82,81,79,85,77,80,82,81,87,88,76,65,83,76,64,74,78,81,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,69,59,59,63,70,58,69,78,74,83,79,57,59,46,62,66,68,69,56,62,75,76,80,46,51,43,57,38,38,37,63,72,37,49,53,65,79,63,64,64,62,61,38,42,39,30,52,47,32,32,55,36,22,12,12,32,33,35,33,22,10, 4,12,12,36,23,16,29,33,36,14,20,-4,23,33,33,17,27,35,14,30,41,44,50,53,33,28,37,36,18,27,36
1894,45,40,37,24,22, 7,12,18,17,24,17,36,47,36,42,50,53,36,36,41,28, 6,-2,27, 6, 8,12,23,23,24,18,18,23,22,20,37,40,43,44,36,17,14,19,24,37,19,32,38,40, 8, 4,18,13,13,21,35,42,48,42,50,52,64,59,50,38,36,43,52,66,49,55,49,46,46,63,77,57,43,43,66,51,43,23,23,21,37,33,35,52,45,45,52,54,50,52,65,54,49,38,37,45,59,58,64,67,73,72,76,65,50,54,58,69,72,73,75,77,75,79,75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,80,84,83,78,62,71,84,88,85,85,93,92,93,93,87,83,74,78,81,93,100,87,86,84,82,83,87,85,91,92,86,84,82,78,87,97,81,84,88,87,96,95,86,89,95,93,97,97,96,85,85,89,97,91,90,104,100,92,92,95,81,91,75,77,83,92,93,102,102,92,89,87,86,88,83,78,87,89,86,85,91,86,88,94,92,85,87,90,93,82,79,85,95,92,85,88,92,77,83,77,67,64,69,72,68,84,74,77,80,73,80,68,66,71,58,55,68,76,80,85,84,55,60,70,60,49,48,61,58,50,61,57,68,62,57,54,65,70,61,78,71,78,73,66,68,64,63,56,64,57,55,45,43,49,44,50,49,43,39,37,38,34,32,25,33,36,45,38,43,31,33,17,52,39,37,47,40,42,57,49,21,27,35,37,22,36,46,45,47,52,56,36,38,36,37,37,48,45,40,34,46,48,50,50,30,32,34,24,20, 1,12,19,18,22
1895,20,28,21, 5,31,29,11,20,31,33,22, 8,15,18,22,22,23,29,31,37,10, 1, 7,14,12, 0,10, 8, 6, 3,13, 3, 8, 9,-1,-1, 6,-4, 0,12, 6, 8,18,22,20,32,29,29,24,27,42,23,35,34,49,46,50,45,55,31,47,21,22,28,39,45,31,49,26,39,34,16,18,23,32,46,46,44,44,48,54,53,60,58,60,68,52,84,52,36,44,46,53,67,72,61,53,59,67,58,65,62,57,64,58,62,64,66,68,74,59,65,71,80,79,66,79,80,78,88,87,82,63,79,81,74,73,78,85,90,78,54,62,52,55,54,61,65,61,58,57,64,74,82,74,68,72,91,92,79,84,93,89,88,75,70,84,85,89,89,76,80,81,71,79,84,87,84,76,78,81,78,79,80,84,81,73,82,69,78,82,92,80,86,83,94,93,92,81,75,76,78,75,93,92,90,88,89,94,91,86,78,77,82,83,84,80,81,85,82,75,80,84,88,82,91,86,82,88,89,95,84,87,85,87,88,88,95,84,72,77,83,87,90,86,82,87,83,90,73,80,82,74,76,82,94,89,92,90,75,77,80,96,97,82,72,70,75,70,90,89,93,92,88,85,61,70,76,56,62,58,51,55,65,73,76,58,68,60,51,45,52,62,54,58,52,56,67,60,61,66,48,43,68,50,49,65,60,70,59,35,33,41,40,42,66,68,70,73,55,40,42,35,40,49,55,44,47,45,49,50,50,40,27,25,24,25,26,27,21,38,40,37,32,33,16,15,18,21,28,31,24,24,35,37,33,35,38,40,37,51,49,36,34,36,34,41,34,33,24,22,37,34,18,11
1896,29,21,-9,-1, 6,25,21,35,36,38,42,17,12,22,30,29,31,27,33,30,35,30,31,33,30,21,26,34,42,43,40,34,38,35,39,35,29,26,30,26,30,24,22,25,27,32,15,21,25,16, 7,28,46,46,38,46,58,55,35,31,30,32,34,33,35,30,34,40,38,24,13,19,26,35,34,39,38,32,35,55,34,38,51,57,55,43,55,48,62,58,53,32,42,51,55,48,46,50,49,50,76,78,72,75,85,79,80,77,70,69,68,57,67,70,80,70,79,75,75,74,67,61,72,78,83,87,88,88,89,87,84,88,76,70,62,65,75,64,68,71,80,78,71,86,86,74,53,64,69,72,73,76,71,76,75,82,87,86,67,62,76,64,67,78,80,84,81,85,85,84,86,85,86,86,85,86,87,83,75,79,87,85,89,88,77,80,76,77,82,81,85,88,92,92,95,90,73,79,82,80,85,81,76,67,73,79,84,86,84,91,86,71,77,84,85,98,89,86,91,94,91,83,82,80,82,83,78,73,71,73,75,70,79,78,72,78,83,70,74,79,85,81,72,78,75,69,62,59,58,75,78,83,62,66,68,72,71,66,65,68,58,54,61,64,56,66,70,63,50,57,62,52,73,70,65,67,68,70,55,52,57,61,67,68,64,68,72,63,60,52,44,42,38,46,47,48,52,61,70,68,72,65,60,35,58,56,49,36,35,33,32,26,28,35,33,22,21,43,46,64,68,46,20,29,30,29,37,34,58,58,16,11,12, 7,12,22,31,30,41,26,31,36,42,46,48,42,40,37,34,47,43,32,27,24,23,27,28,22,31,32,31,47,43,42,47
1897,57,52,42,21,12,22,24,34,33,26,27,21,24,35,41,33,30,17,26,21,20, 7, 5,-15,-12,-7,-3,10,12,18,31,32,36,37,36,32,33,29,28,29,32,33,34,36,26,38,37,32,31,38,37,37,32,16,27,20,-4,22,19,28,22,19,22,34,29,28,38,35,36,35,25,22,15,22,40,44,42,43,36,34,42,34,35,36,37,37,42,58,61,57,52,51,52,48,44,48,50,52,53,49,54,44,44,57,44,47,62,70,41,47,69,78,75,67,64,63,72,65,62,60,58,57,68,80,84,86,86,83,62,80,60,63,62,64,63,72,78,84,78,73,68,64,57,59,70,72,68,67,68,55,60,57,74,67,71,72,60,64,66,73,72,75,85,92,95,92,90,94,87,87,78,76,87,77,78,77,72,75,87,87,79,87,88,92,87,88,91,94,97,88,84,85,80,78,80,82,85,87,88,90,83,80,73,80,85,80,78,82,85,90,89,82,88,82,83,74,75,80,80,85,83,85,76,80,85,82,73,67,65,63,70,76,80,78,77,74,78,82,82,78,74,73,72,82,78,86,88,88,89,92,94,92,88,78,90,91,90,79,72,64,76,59,58,74,75,77,78,79,82,76,72,78,85,87,83,86,87,82,79,74,63,55,61,59,54,76,83,87,72,60,63,53,54,57,63,71,76,79,75,69,55,58,54,57,53,54,67,63,52,48,52,48,43,48,38,37,44,47,45,44,46,48,58,70,52,31,26,43,34,28,10,11, 6,24,22, 8,18,25,27,47,28,40,44,36,31,26,33,32,33, 0, 8, 6,13,22,12, 3, 5,20,28,27,22,27,40,27,19
1898,11,22,30,38,41,32,41,36,38,37,38,33,30,33,28,23,32,34,35,37,34,19,22,28,30,25,24,33,22,23,18,15,-2,25,32,20,35,42,44,38,43,38,39,34,28,24,27,34,25,24,23,28,31,25,15,34,33,36,37,33,32,38,36,43,46,53,55,52,47,37,42,50,58,57,53,52,43,41,53,63,48,35,43,54,58,57,29,35,41,50,47,46,54,48,43,50,62,52,63,60,69,68,45,62,72,80,62,44,44,58,53,59,58,62,53,67,64,65,72,71,70,69,63,60,61,64,80,79,73,68,64,67,70,62,73,72,71,78,72,68,71,64,80,83,79,80,76,68,60,70,69,78,84,88,85,74,80,77,78,79,73,78,80,79,70,73,77,80,82,80,83,76,72,91,88,80,77,67,78,82,72,88,78,74,82,83,86,88,84,78,77,82,83,87,86,93,89,93,94,88,77,82,85,88,89,92,84,87,91,88,78,78,74,65,69,78,79,80,86,78,80,79,77,74,78,80,88,86,78,68,79,84,87,94,84,82,83,76,80,87,85,93,93,92,95,90,88,80,68,67,60,64,65,65,73,68,66,68,75,82,87,75,80,87,72,74,68,80,78,78,88,84,68,74,73,70,77,55,67,62,68,70,68,62,55,48,47,60,59,61,44,44,42,44,42,60,62,42,41,43,55,42,44,52,53,55,60,62,57,44,62,37,37,42,47,46,38,39,48,42,50,42,39,58,52,24, 9,12,27,12,24,30,30,22,28,25,28,16,24,22,12, 5,10,24,28, 7,19,25,22,34,36,36,34,36,36,30,28,21,24,34,29,34,37,15,-4
1899,13,29,39,34, 8,14,12,12,22,31,27,35,38,35,40,33,24,25,33,34,36,34,33,36,27,31,14,15, 7,-8, 8,15, 4, 5,-1, 8,-1,-4,-18,-16,-1,-10,-1,16,27,43,42,36,37,46,48,46,35,26,23,32,31,26,25,28,37,36,32,21, 0,19,35,39,35,43,34,33,32,36,38,35,36,23,25,28,28,22,29,34,30,28,24,25,30,29,25,34,42,43,47,37,43,48,52,61,63,74,79,60,48,74,70,45,68,62,53,67,74,78,83,80,74,82,62,63,65,62,78,72,78,78,67,73,78,67,82,80,60,52,56,81,64,64,63,62,67,68,73,75,83,77,80,79,75,78,77,78,68,84,90,82,87,73,87,73,79,78,85,78,79,65,72,80,85,90,74,81,77,78,82,83,78,80,78,77,80,87,80,75,82,85,88,72,80,81,83,87,83,74,74,79,81,86,88,89,90,92,93,92,84,90,80,82,84,74,78,81,87,88,84,79,84,87,82,73,90,94,88,76,76,77,78,84,99,91,94,82,84,83,90,75,80,87,91,91,87,88,87,88,90,78,88,87,88,83,73,80,73,83,75,61,69,76,84,63,67,65,66,77,67,72,62,57,58,70,65,44,43,60,78,66,68,66,71,73,74,70,62,63,74,76,63,82,71,61,55,50,59,67,82,85,71,70,70,65,68,70,69,64,54,43,46,58,60,63,56,47,65,60,42,43,48,47,55,58,65,48,56,53,51,56,42,45,48,47,50,53,52,42,40,38,30,20,32,32,43,45,45,42,40,32,15,18,20,26,32,30,25,34,35,37,40,35,12,12,17, 5, 4, 3,-99
1900,20,22,26,37,32,38,37,38,39,28,33,30,32,35,34,33,33,29,31,39,41,43,41,43, 8,18,24,-1,23,-3,-4,15,18,29,20,28,28,38,30, 8,29,38,37,10, 5, 3, 6,10,12,27,35,32,30,32,-4,10,17,23,28,30,28,39,29,23,20,37,34,42,47,43,42,34,22,17, 3,25,39,35,22,50,42,37,47,35,36,40,35,37,42,50,52,54,51,54,63,74,77,62,55,48,38,34,57,68,62,49,51,62,73,77,67,73,75,72,77,74,82,82,80,72,79,63,62,60,72,74,63,72,66,75,83,88,89,84,72,63,64,65,72,77,80,79,68,78,84,87,88,75,77,82,83,82,72,77,82,84,89,86,72,80,75,72,78,77,78,79,79,82,79,82,85,85,77,85,90,94,94,85,83,73,72,77,85,90,94,87,90,85,79,80,88,75,82,83,88,-99,-99,-99,-99,-99,71,79,81,80,81,82,81,87,87,81,88,88,84,95,92,96,95,96,96,95,99,97,90,91,97,97,94,93,97,95,95,96,89,88,91,84,87,89,89,88,89,90,92,90,86,78,83,95,83,79,78,88,91,80,72,80,79,72,53,62,51,58,57,58,68,72,73,82,62,58,53,67,74,67,65,84,74,80,78,53,58,67,66,68,68,71,72,78,58,62,68,71,72,67,66,62,70,74,72,68,69,68,63,60,52,52,66,55,48,38,38,33,33,42,34,45,35,32,21,24,37,36,33,34,28,34,31,32,30,38,40,28,35,41,33,37,34,35,32,37,31,40,15,21,20,38,21,20,28,33,35,42,38,39,44,47,27,17,12,27,32,19,32,22,12
1901,18,12,31,29,29,35,27,33,21,33,33,27,30,40,45,22,14,25,26,44,36,38,42,14,22,40,29,24,22,12,17,16,30,23,20, 9,22,32,26,21,18,20,22,33,33,32,31,39,28,18,15,17, 9,22,20,21,18,21,39,46,43,40,26,-99,30,45,45,38,30,37,43,36,37,34,43,51,57,32,24,29,42,56,49,54,41,38,41,44,37,43,49,51,55,57,50,52,53,56,61,64,62,53,57,62,66,50,42,47,52,58,53,67,65,75,74,77,85,85,88,85,87,92,74,79,76,72,70,64,77,77,61,61,61,73,82,84,89,85,78,74,70,72,71,61,62,74,81,74,66,71,80,77,83,86,89,85,67,61,74,74,84,91,87,87,93,90,88,84,81,77,84,89,84,91,97,97,99,101,97,84,97,97,96,96,92,83,80,75,85,100,97,92,97,99,99,99,101,96,98,98,105,107,100,105,107,105,103,99,92,88,82,83,92,82,80,84,90,92,86,87,86,76,85,88,96,87,84,88,91,90,93,95,92,87,86,94,88,90,91,95,90,78,77,80,85,87,89,91,92,74,72,58,59,65,75,72,68,66,62,50,53,47,60,68,72,78,68,72,77,80,68,66,70,68,52,50,54,62,67,72,65,58,63,52,56,48,52,48,43,47,63,62,63,77,80,80,65,68,64,56,-99,-99,-99,-99,60,62,38,25,29,21,33,51,42,47,60,42,48,38,34,29,32,59,46,50,44,38,37,35,36,38,33,38,43,48,43,35,27,28,28,34,35,33,32,30,28,27,27,-12, 0,11, 3, 1,-3, 7,22,38,35,33,34,32,36,33,33,40,33
1902,34,33,14,24,40,39,40,47,44,43,27,13,32,33,37,28,47,29,35,34,32,28,26,20,20,12,-4, 8,22,25,19,13, 4, 9,-2,10,13, 8,12,18,23,24,22,32,30,28,32,22,26,28,36,38,40,43,41,42,47,38,39,31,20,35,37,43,48,49,40,52,48,52,48,57,56,50,32,12,33,43,37,48,57,62,59,64,60,66,58,50,39,40,34,41,54,57,67,57,58,56,60,60,53,52,54,56,60,54,63,65,63,68,86,82,57,64,57,56,69,72,63,56,74,84,83,62,68,58,73,79,59,53,62,72,70,66,67,71,81,86,91,84,87,80,80,79,73,63,63,73,79,77,78,75,78,78,78,74,79,73,70,78,82,82,77,77,82,78,70,74,68,70,63,59,67,72,72,70,63,67,68,65,72,72,78,88,87,86,82,81,78,77,68,76,82,86,90,83,89,86,70,68,68,78,80,81,84,86,82,80,84,85,88,82,82,87,80,80,77,75,78,77,71,70,68,69,68,68,72,73,72,78,79,74,72,72,73,73,67,77,80,80,79,88,79,75,72,69,67,65,67,79,72,63,71,75,52,62,70,73,77,70,63,62,64,67,70,64,64,67,66,75,74,66,62,63,60,56,54,63,68,67,74,60,72,64,53,49,56,63,68,70,60,66,72,73,70,73,70,63,64,52,42,57,60,60,65,61,55,60,47,43,50,63,57,42,62,64,62,48,40,37,37,38,53,50,48,43,48,45,40,33,34,39,28,37,43,36,34,21,30,22, 4, 4,25,32,26,24,28,25,30,28,29,35,37,37,36,35,32,29, 3, 7,17,24,27,22,39
